05052 E858    0 Other amyloidosis                                            Other amyloidosis
05053 E8581   1 Light chain (AL) amyloidosis                                 Light chain (AL) amyloidosis
05054 E8582   1 Wild-type transthyretin-related (ATTR) amyloidosis           Wild-type transthyretin-related (ATTR) amyloidosis
05055 E8589   1 Other amyloidosis                                            Other amyloidosis
05056 E859    1 Amyloidosis, unspecified                                     Amyloidosis, unspecified
05057 E86     0 Volume depletion                                             Volume depletion
05058 E860    1 Dehydration                                                  Dehydration
05059 E861    1 Hypovolemia                                                  Hypovolemia
05060 E869    1 Volume depletion, unspecified                                Volume depletion, unspecified
05061 E87     0 Other disorders of fluid, electrolyte and acid-base balance  Other disorders of fluid, electrolyte and acid-base balance
05062 E870    1 Hyperosmolality and hypernatremia                            Hyperosmolality and hypernatremia
05063 E871    1 Hypo-osmolality and hyponatremia                             Hypo-osmolality and hyponatremia
05064 E872    0 Acidosis                                                     Acidosis
05065 E8720   1 Acidosis, unspecified                                        Acidosis, unspecified
05066 E8721   1 Acute metabolic acidosis                                     Acute metabolic acidosis
05067 E8722   1 Chronic metabolic acidosis                                   Chronic metabolic acidosis
05068 E8729   1 Other acidosis                                               Other acidosis
05069 E873    1 Alkalosis                                                    Alkalosis
05070 E874    1 Mixed disorder of acid-base balance                          Mixed disorder of acid-base balance
05071 E875    1 Hyperkalemia                                                 Hyperkalemia
05072 E876    1 Hypokalemia                                                  Hypokalemia
05073 E877    0 Fluid overload                                               Fluid overload
05074 E8770   1 Fluid overload, unspecified                                  Fluid overload, unspecified
05075 E8771   1 Transfusion associated circulatory overload                  Transfusion associated circulatory overload
05076 E8779   1 Other fluid overload                                         Other fluid overload
05077 E878    1 Oth disorders of electrolyte and fluid balance, NEC          Other disorders of electrolyte and fluid balance, not elsewhere classified
05078 E88     0 Other and unspecified metabolic disorders                    Other and unspecified metabolic disorders
05079 E880    0 Disorders of plasma-protein metabolism, NEC                  Disorders of plasma-protein metabolism, not elsewhere classified
05080 E8801   1 Alpha-1-antitrypsin deficiency                               Alpha-1-antitrypsin deficiency
05081 E8802   1 Plasminogen deficiency                                       Plasminogen deficiency
05082 E8809   1 Oth disorders of plasma-protein metabolism, NEC              Other disorders of plasma-protein metabolism, not elsewhere classified
05083 E881    1 Lipodystrophy, not elsewhere classified                      Lipodystrophy, not elsewhere classified
05084 E882    1 Lipomatosis, not elsewhere classified                        Lipomatosis, not elsewhere classified
05085 E883    1 Tumor lysis syndrome                                         Tumor lysis syndrome
05086 E884    0 Mitochondrial metabolism disorders                           Mitochondrial metabolism disorders
05087 E8840   1 Mitochondrial metabolism disorder, unspecified               Mitochondrial metabolism disorder, unspecified
05088 E8841   1 MELAS syndrome                                               MELAS syndrome
05089 E8842   1 MERRF syndrome                                               MERRF syndrome
05090 E8843   1 Disorders of mitochondrial tRNA synthetases                  Disorders of mitochondrial tRNA synthetases
05091 E8849   1 Other mitochondrial metabolism disorders                     Other mitochondrial metabolism disorders
05092 E888    0 Other specified metabolic disorders                          Other specified metabolic disorders
05093 E8881   0 Metabolic syndrome and other insulin resistance              Metabolic syndrome and other insulin resistance
05094 E88810  1 Metabolic syndrome                                           Metabolic syndrome
05095 E88811  1 Insulin resistance syndrome, Type A                          Insulin resistance syndrome, Type A
05096 E88818  1 Other insulin resistance                                     Other insulin resistance
05097 E88819  1 Insulin resistance, unspecified                              Insulin resistance, unspecified
05098 E8882   1 Obesity due to disruption of MC4R pathway                    Obesity due to disruption of MC4R pathway
05099 E8889   1 Other specified metabolic disorders                          Other specified metabolic disorders
05100 E889    1 Metabolic disorder, unspecified                              Metabolic disorder, unspecified
05101 E88A    1 Wasting disease (syndrome) due to underlying condition       Wasting disease (syndrome) due to underlying condition
05102 E89     0 Postproc endocrine and metabolic comp and disorders, NEC     Postprocedural endocrine and metabolic complications and disorders, not elsewhere classified
05103 E890    1 Postprocedural hypothyroidism                                Postprocedural hypothyroidism
05104 E891    1 Postprocedural hypoinsulinemia                               Postprocedural hypoinsulinemia
05105 E892    1 Postprocedural hypoparathyroidism                            Postprocedural hypoparathyroidism
05106 E893    1 Postprocedural hypopituitarism                               Postprocedural hypopituitarism
05107 E894    0 Postprocedural ovarian failure                               Postprocedural ovarian failure
05108 E8940   1 Asymptomatic postprocedural ovarian failure                  Asymptomatic postprocedural ovarian failure
05109 E8941   1 Symptomatic postprocedural ovarian failure                   Symptomatic postprocedural ovarian failure
05110 E895    1 Postprocedural testicular hypofunction                       Postprocedural testicular hypofunction
05111 E896    1 Postprocedural adrenocortical (-medullary) hypofunction      Postprocedural adrenocortical (-medullary) hypofunction
05112 E898    0 Oth postproc endocrine and metabolic comp and disorders      Other postprocedural endocrine and metabolic complications and disorders
05113 E8981   0 Postproc hemorrhage of an endo sys org following a procedure Postprocedural hemorrhage of an endocrine system organ or structure following a procedure
05114 E89810  1 Postproc hemor of an endo sys org fol an endo sys procedure  Postprocedural hemorrhage of an endocrine system organ or structure following an endocrine system procedure
05115 E89811  1 Postproc hemor of an endo sys org following other procedure  Postprocedural hemorrhage of an endocrine system organ or structure following other procedure
05116 E8982   0 Postprocedural hematoma and seroma of an endo sys org        Postprocedural hematoma and seroma of an endocrine system organ or structure
05117 E89820  1 Postproc hematoma of an endo sys org fol an endo sys proc    Postprocedural hematoma of an endocrine system organ or structure following an endocrine system procedure
05118 E89821  1 Postproc hematoma of an endo sys org fol other procedure     Postprocedural hematoma of an endocrine system organ or structure following other procedure
05119 E89822  1 Postproc seroma of an endo sys org fol an endo sys procedure Postprocedural seroma of an endocrine system organ or structure following an endocrine system procedure
05120 E89823  1 Postproc seroma of an endo sys org following other procedure Postprocedural seroma of an endocrine system organ or structure following other procedure
05121 E8989   1 Oth postproc endocrine and metabolic comp and disorders      Other postprocedural endocrine and metabolic complications and disorders
05122 F01     0 Vascular dementia                                            Vascular dementia
05123 F015    0 Vascular dementia, unspecified severity                      Vascular dementia, unspecified severity
05124 F0150   1 Vascular dementia, unsp severity, without beh/psych/mood/anx Vascular dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
05125 F0151   0 Vascular dementia, unsp severity, with behavioral disturb    Vascular dementia, unspecified severity, with behavioral disturbance
05126 F01511  1 Vascular dementia, unspecified severity, with agitation      Vascular dementia, unspecified severity, with agitation
05127 F01518  1 Vascular dementia, unsp severity, with other beh disturb     Vascular dementia, unspecified severity, with other behavioral disturbance
05128 F0152   1 Vascular dementia, unsp severity, with psychotic disturb     Vascular dementia, unspecified severity, with psychotic disturbance
05129 F0153   1 Vascular dementia, unspecified severity, with mood disturb   Vascular dementia, unspecified severity, with mood disturbance
05130 F0154   1 Vascular dementia, unspecified severity, with anxiety        Vascular dementia, unspecified severity, with anxiety
05131 F01A    0 Vascular dementia, mild                                      Vascular dementia, mild
05132 F01A0   1 Vascular dementia, mild, without beh/psych/mood/anx          Vascular dementia, mild, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
05133 F01A1   0 Vascular dementia, mild, with behavioral disturbance         Vascular dementia, mild, with behavioral disturbance
05134 F01A11  1 Vascular dementia, mild, with agitation                      Vascular dementia, mild, with agitation
05135 F01A18  1 Vascular dementia, mild, with other behavioral disturbance   Vascular dementia, mild, with other behavioral disturbance
05136 F01A2   1 Vascular dementia, mild, with psychotic disturbance          Vascular dementia, mild, with psychotic disturbance
05137 F01A3   1 Vascular dementia, mild, with mood disturbance               Vascular dementia, mild, with mood disturbance
05138 F01A4   1 Vascular dementia, mild, with anxiety                        Vascular dementia, mild, with anxiety
05139 F01B    0 Vascular dementia, moderate                                  Vascular dementia, moderate
05140 F01B0   1 Vascular dementia, moderate, without beh/psych/mood/anx      Vascular dementia, moderate, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
05141 F01B1   0 Vascular dementia, moderate, with behavioral disturbance     Vascular dementia, moderate, with behavioral disturbance
05142 F01B11  1 Vascular dementia, moderate, with agitation                  Vascular dementia, moderate, with agitation
05143 F01B18  1 Vascular dementia, moderate, with other behavioral disturb   Vascular dementia, moderate, with other behavioral disturbance
05144 F01B2   1 Vascular dementia, moderate, with psychotic disturbance      Vascular dementia, moderate, with psychotic disturbance
05145 F01B3   1 Vascular dementia, moderate, with mood disturbance           Vascular dementia, moderate, with mood disturbance
05146 F01B4   1 Vascular dementia, moderate, with anxiety                    Vascular dementia, moderate, with anxiety
05147 F01C    0 Vascular dementia, severe                                    Vascular dementia, severe
05148 F01C0   1 Vascular dementia, severe, without beh/psych/mood/anx        Vascular dementia, severe, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
05149 F01C1   0 Vascular dementia, severe, with behavioral disturbance       Vascular dementia, severe, with behavioral disturbance
05150 F01C11  1 Vascular dementia, severe, with agitation                    Vascular dementia, severe, with agitation
05151 F01C18  1 Vascular dementia, severe, with other behavioral disturbance Vascular dementia, severe, with other behavioral disturbance
05152 F01C2   1 Vascular dementia, severe, with psychotic disturbance        Vascular dementia, severe, with psychotic disturbance
05153 F01C3   1 Vascular dementia, severe, with mood disturbance             Vascular dementia, severe, with mood disturbance
05154 F01C4   1 Vascular dementia, severe, with anxiety                      Vascular dementia, severe, with anxiety
05155 F02     0 Dementia in other diseases classified elsewhere              Dementia in other diseases classified elsewhere
05156 F028    0 Dementia in other diseases classd elswhr, unsp severity      Dementia in other diseases classified elsewhere, unspecified severity
05157 F0280   1 Dem in oth dis classd elswhr,unsp sev,w/o beh/psych/mood/anx Dementia in other diseases classified elsewhere, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
05158 F0281   0 Dem in other dis classd elswhr, unsp sev, with beh distrb    Dementia in other diseases classified elsewhere, unspecified severity, with behavioral disturbance
05159 F02811  1 Dem in other dis classd elswhr, unsp severt, with agitation  Dementia in other diseases classified elsewhere, unspecified severity, with agitation
05160 F02818  1 Dem in oth dis classd elswhr, unsp sev, with oth beh distrb  Dementia in other diseases classified elsewhere, unspecified severity, with other behavioral disturbance
05161 F0282   1 Dem in other dis classd elswhr, unsp sev, with psych distrb  Dementia in other diseases classified elsewhere, unspecified severity, with psychotic disturbance
05162 F0283   1 Dem in other dis classd elswhr, unsp sev, with mood distrb   Dementia in other diseases classified elsewhere, unspecified severity, with mood disturbance
05163 F0284   1 Dem in other dis classd elswhr, unsp severity, with anxiety  Dementia in other diseases classified elsewhere, unspecified severity, with anxiety
05164 F02A    0 Dementia in other diseases classified elsewhere, mild        Dementia in other diseases classified elsewhere, mild
05165 F02A0   1 Dem in other dis classd elswhr, mild, w/o beh/psych/mood/anx Dementia in other diseases classified elsewhere, mild, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
05166 F02A1   0 Dem in other diseases classd elswhr, mild, with beh disturb  Dementia in other diseases classified elsewhere, mild, with behavioral disturbance
05167 F02A11  1 Dem in other diseases classd elswhr, mild, with agitation    Dementia in other diseases classified elsewhere, mild, with agitation
05168 F02A18  1 Dem in other dis classd elswhr, mild, with other beh distrb  Dementia in other diseases classified elsewhere, mild, with other behavioral disturbance
05169 F02A2   1 Dem in other dis classd elswhr, mild, with psych disturb     Dementia in other diseases classified elsewhere, mild, with psychotic disturbance
05170 F02A3   1 Dem in other diseases classd elswhr, mild, with mood disturb Dementia in other diseases classified elsewhere, mild, with mood disturbance
05171 F02A4   1 Dementia in other diseases classd elswhr, mild, with anxiety Dementia in other diseases classified elsewhere, mild, with anxiety
05172 F02B    0 Dementia in other diseases classified elsewhere, moderate    Dementia in other diseases classified elsewhere, moderate
05173 F02B0   1 Dem in other dis classd elswhr, mod, w/o beh/psych/mood/anx  Dementia in other diseases classified elsewhere, moderate, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
05174 F02B1   0 Dem in other dis classd elswhr, moderate, with beh disturb   Dementia in other diseases classified elsewhere, moderate, with behavioral disturbance
05175 F02B11  1 Dem in other dis classd elswhr, moderate, with agitation     Dementia in other diseases classified elsewhere, moderate, with agitation
05176 F02B18  1 Dem in other dis classd elswhr, mod, with other beh disturb  Dementia in other diseases classified elsewhere, moderate, with other behavioral disturbance
05177 F02B2   1 Dem in other dis classd elswhr, moderate, with psych disturb Dementia in other diseases classified elsewhere, moderate, with psychotic disturbance
05178 F02B3   1 Dem in other dis classd elswhr, moderate, with mood disturb  Dementia in other diseases classified elsewhere, moderate, with mood disturbance
05179 F02B4   1 Dem in other diseases classd elswhr, moderate, with anxiety  Dementia in other diseases classified elsewhere, moderate, with anxiety
05180 F02C    0 Dementia in other diseases classified elsewhere, severe      Dementia in other diseases classified elsewhere, severe
05181 F02C0   1 Dem in other dis classd elswhr, sev, w/o beh/psych/mood/anx  Dementia in other diseases classified elsewhere, severe, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
05182 F02C1   0 Dem in other dis classd elswhr, severe, with beh disturb     Dementia in other diseases classified elsewhere, severe, with behavioral disturbance
05183 F02C11  1 Dem in other diseases classd elswhr, severe, with agitation  Dementia in other diseases classified elsewhere, severe, with agitation
05184 F02C18  1 Dem in other dis classd elswhr, sev, with other beh distrb   Dementia in other diseases classified elsewhere, severe, with other behavioral disturbance
05185 F02C2   1 Dem in other dis classd elswhr, severe, with psych disturb   Dementia in other diseases classified elsewhere, severe, with psychotic disturbance
05186 F02C3   1 Dem in other dis classd elswhr, severe, with mood disturb    Dementia in other diseases classified elsewhere, severe, with mood disturbance
05187 F02C4   1 Dem in other diseases classd elswhr, severe, with anxiety    Dementia in other diseases classified elsewhere, severe, with anxiety
05188 F03     0 Unspecified dementia                                         Unspecified dementia
05189 F039    0 Unspecified dementia, unspecified severity                   Unspecified dementia, unspecified severity
05190 F0390   1 Unsp dementia, unsp severity, without beh/psych/mood/anx     Unspecified dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
05191 F0391   0 Unsp dementia, unspecified severity, with behavioral disturb Unspecified dementia, unspecified severity, with behavioral disturbance
05192 F03911  1 Unspecified dementia, unspecified severity, with agitation   Unspecified dementia, unspecified severity, with agitation
05193 F03918  1 Unsp dementia, unsp severity, with other behavioral disturb  Unspecified dementia, unspecified severity, with other behavioral disturbance
05194 F0392   1 Unsp dementia, unspecified severity, with psychotic disturb  Unspecified dementia, unspecified severity, with psychotic disturbance
05195 F0393   1 Unsp dementia, unspecified severity, with mood disturb       Unspecified dementia, unspecified severity, with mood disturbance
05196 F0394   1 Unspecified dementia, unspecified severity, with anxiety     Unspecified dementia, unspecified severity, with anxiety
05197 F03A    0 Unspecified dementia, mild                                   Unspecified dementia, mild
05198 F03A0   1 Unspecified dementia, mild, without beh/psych/mood/anx       Unspecified dementia, mild, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
05199 F03A1   0 Unspecified dementia, mild, with behavioral disturbance      Unspecified dementia, mild, with behavioral disturbance
05200 F03A11  1 Unspecified dementia, mild, with agitation                   Unspecified dementia, mild, with agitation
05201 F03A18  1 Unspecified dementia, mild, with other behavioral disturb    Unspecified dementia, mild, with other behavioral disturbance
05202 F03A2   1 Unspecified dementia, mild, with psychotic disturbance       Unspecified dementia, mild, with psychotic disturbance
05203 F03A3   1 Unspecified dementia, mild, with mood disturbance            Unspecified dementia, mild, with mood disturbance
05204 F03A4   1 Unspecified dementia, mild, with anxiety                     Unspecified dementia, mild, with anxiety
05205 F03B    0 Unspecified dementia, moderate                               Unspecified dementia, moderate
05206 F03B0   1 Unspecified dementia, moderate, without beh/psych/mood/anx   Unspecified dementia, moderate, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
05207 F03B1   0 Unspecified dementia, moderate, with behavioral disturbance  Unspecified dementia, moderate, with behavioral disturbance
05208 F03B11  1 Unspecified dementia, moderate, with agitation               Unspecified dementia, moderate, with agitation
05209 F03B18  1 Unsp dementia, moderate, with other behavioral disturb       Unspecified dementia, moderate, with other behavioral disturbance
05210 F03B2   1 Unspecified dementia, moderate, with psychotic disturbance   Unspecified dementia, moderate, with psychotic disturbance
05211 F03B3   1 Unspecified dementia, moderate, with mood disturbance        Unspecified dementia, moderate, with mood disturbance
05212 F03B4   1 Unspecified dementia, moderate, with anxiety                 Unspecified dementia, moderate, with anxiety
05213 F03C    0 Unspecified dementia, severe                                 Unspecified dementia, severe
05214 F03C0   1 Unspecified dementia, severe, without beh/psych/mood/anx     Unspecified dementia, severe, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety
05215 F03C1   0 Unspecified dementia, severe, with behavioral disturbance    Unspecified dementia, severe, with behavioral disturbance
05216 F03C11  1 Unspecified dementia, severe, with agitation                 Unspecified dementia, severe, with agitation
05217 F03C18  1 Unspecified dementia, severe, with other behavioral disturb  Unspecified dementia, severe, with other behavioral disturbance
05218 F03C2   1 Unspecified dementia, severe, with psychotic disturbance     Unspecified dementia, severe, with psychotic disturbance
05219 F03C3   1 Unspecified dementia, severe, with mood disturbance          Unspecified dementia, severe, with mood disturbance
05220 F03C4   1 Unspecified dementia, severe, with anxiety                   Unspecified dementia, severe, with anxiety
05221 F04     1 Amnestic disorder due to known physiological condition       Amnestic disorder due to known physiological condition
05222 F05     1 Delirium due to known physiological condition                Delirium due to known physiological condition
05223 F06     0 Other mental disorders due to known physiological condition  Other mental disorders due to known physiological condition
05224 F060    1 Psychotic disorder w hallucin due to known physiol condition Psychotic disorder with hallucinations due to known physiological condition
05225 F061    1 Catatonic disorder due to known physiological condition      Catatonic disorder due to known physiological condition
05226 F062    1 Psychotic disorder w delusions due to known physiol cond     Psychotic disorder with delusions due to known physiological condition
05227 F063    0 Mood disorder due to known physiological condition           Mood disorder due to known physiological condition
05228 F0630   1 Mood disorder due to known physiological condition, unsp     Mood disorder due to known physiological condition, unspecified
05229 F0631   1 Mood disorder due to known physiol cond w depressv features  Mood disorder due to known physiological condition with depressive features
05230 F0632   1 Mood disord d/t physiol cond w major depressive-like epsd    Mood disorder due to known physiological condition with major depressive-like episode
05231 F0633   1 Mood disorder due to known physiol cond w manic features     Mood disorder due to known physiological condition with manic features
05232 F0634   1 Mood disorder due to known physiol cond w mixed features     Mood disorder due to known physiological condition with mixed features
05233 F064    1 Anxiety disorder due to known physiological condition        Anxiety disorder due to known physiological condition
05234 F067    0 Mild neurocog disorder due to known physiological condition  Mild neurocognitive disorder due to known physiological condition
05235 F0670   1 Mild neurocog disord d/t known physiol cond w/o beh distrb   Mild neurocognitive disorder due to known physiological condition without behavioral disturbance
05236 F0671   1 Mild neurocog disord d/t known physiol cond with beh distrb  Mild neurocognitive disorder due to known physiological condition with behavioral disturbance
05237 F068    1 Oth mental disorders due to known physiological condition    Other specified mental disorders due to known physiological condition
05238 F07     0 Personality & behavrl disorders due to known physiol cond    Personality and behavioral disorders due to known physiological condition
05239 F070    1 Personality change due to known physiological condition      Personality change due to known physiological condition
05240 F078    0 Oth personality & behavrl disord due to known physiol cond   Other personality and behavioral disorders due to known physiological condition
05241 F0781   1 Postconcussional syndrome                                    Postconcussional syndrome
05242 F0789   1 Oth personality & behavrl disord due to known physiol cond   Other personality and behavioral disorders due to known physiological condition
05243 F079    1 Unsp personality & behavrl disord due to known physiol cond  Unspecified personality and behavioral disorder due to known physiological condition
05244 F09     1 Unsp mental disorder due to known physiological condition    Unspecified mental disorder due to known physiological condition
05245 F10     0 Alcohol related disorders                                    Alcohol related disorders
05246 F101    0 Alcohol abuse                                                Alcohol abuse
05247 F1010   1 Alcohol abuse, uncomplicated                                 Alcohol abuse, uncomplicated
05248 F1011   1 Alcohol abuse, in remission                                  Alcohol abuse, in remission
05249 F1012   0 Alcohol abuse with intoxication                              Alcohol abuse with intoxication
05250 F10120  1 Alcohol abuse with intoxication, uncomplicated               Alcohol abuse with intoxication, uncomplicated
05251 F10121  1 Alcohol abuse with intoxication delirium                     Alcohol abuse with intoxication delirium
05252 F10129  1 Alcohol abuse with intoxication, unspecified                 Alcohol abuse with intoxication, unspecified
05253 F1013   0 Alcohol abuse, with withdrawal                               Alcohol abuse, with withdrawal
05254 F10130  1 Alcohol abuse with withdrawal, uncomplicated                 Alcohol abuse with withdrawal, uncomplicated
05255 F10131  1 Alcohol abuse with withdrawal delirium                       Alcohol abuse with withdrawal delirium
05256 F10132  1 Alcohol abuse with withdrawal with perceptual disturbance    Alcohol abuse with withdrawal with perceptual disturbance
05257 F10139  1 Alcohol abuse with withdrawal, unspecified                   Alcohol abuse with withdrawal, unspecified
05258 F1014   1 Alcohol abuse with alcohol-induced mood disorder             Alcohol abuse with alcohol-induced mood disorder
05259 F1015   0 Alcohol abuse with alcohol-induced psychotic disorder        Alcohol abuse with alcohol-induced psychotic disorder
05260 F10150  1 Alcohol abuse w alcoh-induce psychotic disorder w delusions  Alcohol abuse with alcohol-induced psychotic disorder with delusions
05261 F10151  1 Alcohol abuse w alcoh-induce psychotic disorder w hallucin   Alcohol abuse with alcohol-induced psychotic disorder with hallucinations
05262 F10159  1 Alcohol abuse with alcohol-induced psychotic disorder, unsp  Alcohol abuse with alcohol-induced psychotic disorder, unspecified
05263 F1018   0 Alcohol abuse with other alcohol-induced disorders           Alcohol abuse with other alcohol-induced disorders
05264 F10180  1 Alcohol abuse with alcohol-induced anxiety disorder          Alcohol abuse with alcohol-induced anxiety disorder
05265 F10181  1 Alcohol abuse with alcohol-induced sexual dysfunction        Alcohol abuse with alcohol-induced sexual dysfunction
05266 F10182  1 Alcohol abuse with alcohol-induced sleep disorder            Alcohol abuse with alcohol-induced sleep disorder
05267 F10188  1 Alcohol abuse with other alcohol-induced disorder            Alcohol abuse with other alcohol-induced disorder
05268 F1019   1 Alcohol abuse with unspecified alcohol-induced disorder      Alcohol abuse with unspecified alcohol-induced disorder
05269 F102    0 Alcohol dependence                                           Alcohol dependence
05270 F1020   1 Alcohol dependence, uncomplicated                            Alcohol dependence, uncomplicated
05271 F1021   1 Alcohol dependence, in remission                             Alcohol dependence, in remission
05272 F1022   0 Alcohol dependence with intoxication                         Alcohol dependence with intoxication
05273 F10220  1 Alcohol dependence with intoxication, uncomplicated          Alcohol dependence with intoxication, uncomplicated
05274 F10221  1 Alcohol dependence with intoxication delirium                Alcohol dependence with intoxication delirium
05275 F10229  1 Alcohol dependence with intoxication, unspecified            Alcohol dependence with intoxication, unspecified
05276 F1023   0 Alcohol dependence with withdrawal                           Alcohol dependence with withdrawal
05277 F10230  1 Alcohol dependence with withdrawal, uncomplicated            Alcohol dependence with withdrawal, uncomplicated
05278 F10231  1 Alcohol dependence with withdrawal delirium                  Alcohol dependence with withdrawal delirium
05279 F10232  1 Alcohol dependence w withdrawal with perceptual disturbance  Alcohol dependence with withdrawal with perceptual disturbance
05280 F10239  1 Alcohol dependence with withdrawal, unspecified              Alcohol dependence with withdrawal, unspecified
05281 F1024   1 Alcohol dependence with alcohol-induced mood disorder        Alcohol dependence with alcohol-induced mood disorder
05282 F1025   0 Alcohol dependence with alcohol-induced psychotic disorder   Alcohol dependence with alcohol-induced psychotic disorder
05283 F10250  1 Alcohol depend w alcoh-induce psychotic disorder w delusions Alcohol dependence with alcohol-induced psychotic disorder with delusions
05284 F10251  1 Alcohol depend w alcoh-induce psychotic disorder w hallucin  Alcohol dependence with alcohol-induced psychotic disorder with hallucinations
05285 F10259  1 Alcohol dependence w alcoh-induce psychotic disorder, unsp   Alcohol dependence with alcohol-induced psychotic disorder, unspecified
05286 F1026   1 Alcohol depend w alcoh-induce persisting amnestic disorder   Alcohol dependence with alcohol-induced persisting amnestic disorder
05287 F1027   1 Alcohol dependence with alcohol-induced persisting dementia  Alcohol dependence with alcohol-induced persisting dementia
05288 F1028   0 Alcohol dependence with other alcohol-induced disorders      Alcohol dependence with other alcohol-induced disorders
05289 F10280  1 Alcohol dependence with alcohol-induced anxiety disorder     Alcohol dependence with alcohol-induced anxiety disorder
05290 F10281  1 Alcohol dependence with alcohol-induced sexual dysfunction   Alcohol dependence with alcohol-induced sexual dysfunction
05291 F10282  1 Alcohol dependence with alcohol-induced sleep disorder       Alcohol dependence with alcohol-induced sleep disorder
05292 F10288  1 Alcohol dependence with other alcohol-induced disorder       Alcohol dependence with other alcohol-induced disorder
05293 F1029   1 Alcohol dependence with unspecified alcohol-induced disorder Alcohol dependence with unspecified alcohol-induced disorder
05294 F109    0 Alcohol use, unspecified                                     Alcohol use, unspecified
05295 F1090   1 Alcohol use, unspecified, uncomplicated                      Alcohol use, unspecified, uncomplicated
05296 F1091   1 Alcohol use, unspecified, in remission                       Alcohol use, unspecified, in remission
05297 F1092   0 Alcohol use, unspecified with intoxication                   Alcohol use, unspecified with intoxication
05298 F10920  1 Alcohol use, unspecified with intoxication, uncomplicated    Alcohol use, unspecified with intoxication, uncomplicated
05299 F10921  1 Alcohol use, unspecified with intoxication delirium          Alcohol use, unspecified with intoxication delirium
05300 F10929  1 Alcohol use, unspecified with intoxication, unspecified      Alcohol use, unspecified with intoxication, unspecified
05301 F1093   0 Alcohol use, unspecified with withdrawal                     Alcohol use, unspecified with withdrawal
05302 F10930  1 Alcohol use, unspecified with withdrawal, uncomplicated      Alcohol use, unspecified with withdrawal, uncomplicated
05303 F10931  1 Alcohol use, unspecified with withdrawal delirium            Alcohol use, unspecified with withdrawal delirium
05304 F10932  1 Alcohol use, unspecified with w/drawal w perceptual disturb  Alcohol use, unspecified with withdrawal with perceptual disturbance
05305 F10939  1 Alcohol use, unspecified with withdrawal, unspecified        Alcohol use, unspecified with withdrawal, unspecified
05306 F1094   1 Alcohol use, unspecified with alcohol-induced mood disorder  Alcohol use, unspecified with alcohol-induced mood disorder
05307 F1095   0 Alcohol use, unsp with alcohol-induced psychotic disorder    Alcohol use, unspecified with alcohol-induced psychotic disorder
05308 F10950  1 Alcohol use, unsp w alcoh-induce psych disorder w delusions  Alcohol use, unspecified with alcohol-induced psychotic disorder with delusions
05309 F10951  1 Alcohol use, unsp w alcoh-induce psych disorder w hallucin   Alcohol use, unspecified with alcohol-induced psychotic disorder with hallucinations
05310 F10959  1 Alcohol use, unsp w alcohol-induced psychotic disorder, unsp Alcohol use, unspecified with alcohol-induced psychotic disorder, unspecified
05311 F1096   1 Alcohol use, unsp w alcoh-induce persist amnestic disorder   Alcohol use, unspecified with alcohol-induced persisting amnestic disorder
05312 F1097   1 Alcohol use, unsp with alcohol-induced persisting dementia   Alcohol use, unspecified with alcohol-induced persisting dementia
05313 F1098   0 Alcohol use, unsp with other alcohol-induced disorders       Alcohol use, unspecified with other alcohol-induced disorders
05314 F10980  1 Alcohol use, unsp with alcohol-induced anxiety disorder      Alcohol use, unspecified with alcohol-induced anxiety disorder
05315 F10981  1 Alcohol use, unsp with alcohol-induced sexual dysfunction    Alcohol use, unspecified with alcohol-induced sexual dysfunction
05316 F10982  1 Alcohol use, unspecified with alcohol-induced sleep disorder Alcohol use, unspecified with alcohol-induced sleep disorder
05317 F10988  1 Alcohol use, unspecified with other alcohol-induced disorder Alcohol use, unspecified with other alcohol-induced disorder
05318 F1099   1 Alcohol use, unsp with unspecified alcohol-induced disorder  Alcohol use, unspecified with unspecified alcohol-induced disorder
05319 F11     0 Opioid related disorders                                     Opioid related disorders
05320 F111    0 Opioid abuse                                                 Opioid abuse
05321 F1110   1 Opioid abuse, uncomplicated                                  Opioid abuse, uncomplicated
05322 F1111   1 Opioid abuse, in remission                                   Opioid abuse, in remission
05323 F1112   0 Opioid abuse with intoxication                               Opioid abuse with intoxication
05324 F11120  1 Opioid abuse with intoxication, uncomplicated                Opioid abuse with intoxication, uncomplicated
05325 F11121  1 Opioid abuse with intoxication delirium                      Opioid abuse with intoxication delirium
05326 F11122  1 Opioid abuse with intoxication with perceptual disturbance   Opioid abuse with intoxication with perceptual disturbance
05327 F11129  1 Opioid abuse with intoxication, unspecified                  Opioid abuse with intoxication, unspecified
05328 F1113   1 Opioid abuse with withdrawal                                 Opioid abuse with withdrawal
